Date,Notes,Notes_clean,Prediction
06/02/2018 05:11:14,Current log# 10 seq# 31363 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Thread 3 advanced to log sequence 31363 (LGWR switch).Archived Log entry 183873 added for thread 3 sequence 31362 ID 0x6d02838d dest 1:.Current log# 10 seq# 31363 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739,current merlp tp onlinelog group thread advanced log sequence lgwr switch archived log entry added thread sequence id dest current merlp tp onlinelog group,LGWR switch
02/02/2018 08:09:10,Archived Log entry 329578 added for thread 3 sequence 66935 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 13:30:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_44126.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
02/02/2018 22:00:33,Clearing Resource Manager CDB plan via parameter,clearing resource manager cdb plan via parameter,Others
03/02/2018 05:12:45,Running KSFV I/O slave I601 os pid=68252,running ksfv slave os,KSFV
04/02/2018 18:59:24,"Deleted statistics for columns:.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.of [sub]partition P20180110 of table F_DLY_MOB_USAGE_AGG_SUM.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180110 of table F_MOBILE_USAGE_DLY_AGG_DETAIL.Deleted statistics for columns:.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.SYS_STSMH#OC7$L96BQM3JHJTA1UGX",deleted statistics columns sys table f dly mob usage agg sum sys sys stsxptr sys sts sys stse sys sys sys sys sys sys sys stselr sys sys sys sys sys sys sys sys table f mobile usage dly agg detail deleted statistics columns sys sys,Partition
03/02/2018 18:53:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_51436.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
03/02/2018 12:47:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_8644.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
03/02/2018 08:36:58,Archived Log entry 330146 added for thread 3 sequence 67057 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 19:12:45,Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable,index con dm uw mob stg idx w dly agg det prom key index marked unusable,Index Unusable
04/02/2018 02:59:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_69226.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
05/02/2018 19:03:50,Sweep [inc2][12207748]: completed.Sweep [inc2][12207756]: completed.Sweep [inc2][12210684]: completed,sweep completed sweep completed sweep completed,Sweep
05/02/2018 19:03:56,"SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.of [sub]partition P20180125 of table F_DLY_MOB_USAGE_AGG_SUM.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.Deleted statistics for columns:.Deleted statistics for columns:.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180125 of table F_MOBILE_USAGE_DLY_AGG_DETAIL",sys sys table f dly mob usage agg sum index con dm uw mob stg idx w dly agg det prom key index marked unusable index con dm uw mob stg idx w dly agg det usg type index marked unusable sys sys sys stsxptr sys sts sys stse sys sys sys sys sys sys sys stselr sys sys sys sys sys sys sys deleted statistics columns deleted statistics columns sys table f mobile usage dly agg detail,MARK
05/02/2018 19:17:35,"Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable.of [sub]partition P20180126 of table F_DLY_MOB_USAGE_AGG_SUM.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.Deleted statistics for columns:",index con dm uw mob stg idx w dly agg det usg type index marked unusable index con dm uw mob stg idx w dly agg det prom key index marked unusable table f dly mob usage agg sum sys sys deleted statistics columns,Index Unusable
05/02/2018 21:26:35,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
05/02/2018 21:26:37,Thread 3 advanced to log sequence 67380 (LGWR switch).Current log# 6 seq# 67380 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551.Current log# 6 seq# 67380 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
03/02/2018 16:35:14,Current log# 15 seq# 67097 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 67097 (LGWR switch).Current log# 15 seq# 67097 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
04/02/2018 04:41:15,Archived Log entry 330570 added for thread 3 sequence 67138 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 23:20:05,Thread 3 advanced to log sequence 67250 (LGWR switch).Current log# 16 seq# 67250 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Current log# 16 seq# 67250 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 06:41:51,"SYS_STS20GAYNJH_7YFB9C31M#O9YB,.of [sub]partition P_OS of table H_EDW_PROPENSITY_MASTER.SYS_STSER286VML3MV2XPDS50_QE8X,.SYS_STSR8NCH1JIGSTAU2QF0NIVYKI,.SYS_STSI9B_7891$G$2B8DU923HP3M.Deleted statistics for columns:.SYS_STSR8SLJJPUUDSHW2$CAJ2VEXH,",sys p os table h edw propensity master sys sys sys deleted statistics columns sys,Partition
04/02/2018 05:47:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_21236.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
05/02/2018 13:05:23,Errors in file /dborafiles/admin/diag/rdbms/edw01_tp/edw01t3/trace/edw01t3_ora_43716.trc:.ORA-10173: Dynamic Sampling time-out error,errors file dborafiles admin diag rdbms tp trace ora trc ora dynamic sampling time error,Errors in file
05/02/2018 15:14:40,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
05/02/2018 06:41:43,Thread 3 advanced to log sequence 67290 (LGWR switch).Current log# 16 seq# 67290 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Current log# 16 seq# 67290 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 13:24:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_66424.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
05/02/2018 01:00:38,Some indexes or index [sub]partitions of table QUEUEVIEW_OWNER.F_EDW_NRT_HOURLY_AGG_SR have been marked unusable,indexes index table queueview owner f edw nrt hourly agg sr marked unusable,Index Unusable
03/02/2018 09:30:51,Thread 3 advanced to log sequence 31147 (LGWR switch).Current log# 10 seq# 31147 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739.Current log# 10 seq# 31147 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Archived Log entry 182601 added for thread 3 sequence 31146 ID 0x6d02838d dest 1:,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
03/02/2018 18:42:32,KSFV I/O slave I601 dp=0x1ddfc3c648 exiting.KSFV I/O slave I701 dp=0x1ddfc3caa8 exiting.KSFV I/O slave I801 dp=0x1db2d9d7b8 exiting,ksfv slave exiting ksfv slave exiting ksfv slave exiting,KSFV
02/02/2018 07:45:51,Thread 3 advanced to log sequence 66931 (LGWR switch).Current log# 5 seq# 66931 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Current log# 5 seq# 66931 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 19:00:41,Thread 3 advanced to log sequence 67239 (LGWR switch).Current log# 5 seq# 67239 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Current log# 5 seq# 67239 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
02/02/2018 08:55:49,Auto-tuning: Shutting down background process GTX1,auto tuning shutting background process,Background Process
03/02/2018 00:41:57,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_66676.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
01/02/2018 08:19:19,Thread 3 advanced to log sequence 30991 (LGWR switch).Current log# 10 seq# 30991 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Current log# 10 seq# 30991 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739.Archived Log entry 181690 added for thread 3 sequence 30990 ID 0x6d02838d dest 1:,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
01/02/2018 21:31:07,Current log# 15 seq# 66873 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Thread 3 advanced to log sequence 66873 (LGWR switch).Current log# 15 seq# 66873 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
04/02/2018 12:03:20,KSFV I/O slave I701 dp=0x1dcc160770 exiting.KSFV I/O slave I801 dp=0x1df9f78770 exiting.KSFV I/O slave I901 dp=0x1dda7b0878 exiting,ksfv slave exiting ksfv slave exiting ksfv slave exiting,KSFV
06/02/2018 04:40:10,Thread 3 advanced to log sequence 31361 (LGWR switch).Current log# 12 seq# 31361 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_12.268.929538807.Current log# 12 seq# 31361 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_12.268.929538793,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group,LGWR switch
05/02/2018 21:22:12,Thread 3 advanced to log sequence 67378 (LGWR switch).Current log# 16 seq# 67378 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Current log# 16 seq# 67378 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
02/02/2018 15:33:24,Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_SERV_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.PK_W_D_MC_USAGE_CUST or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc use cust chnl id index marked unusable index con dm uw stg idx w mc use cust device id index marked unusable index con dm uw stg idx w mc use cust serv id index marked unusable index con dm uw stg pk w mc usage cust index marked unusable,Index Unusable
02/02/2018 15:33:25,Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_LCHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_PROG_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.PK_W_D_MC_CHNL_CUST or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_CUST_SERV_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_CUST_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_SERV_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_SESS_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_VDURA_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.PK_W_D_MC_USAGE_VIEW or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_CUST_CHNL_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc use view lchnl id index marked unusable index con dm uw stg idx w mc use view device id index marked unusable index con dm uw stg idx w mc use view chnl id index marked unusable index con dm uw stg idx w mc use view prog id index marked unusable index con dm uw stg pk w mc chnl cust index marked unusable index con dm uw stg idx w mc chnl cust serv id index marked unusable index con dm uw stg idx w mc chnl cust device id index marked unusable index con dm uw stg idx w mc use view serv id index marked unusable index con dm uw stg idx w mc use view sess id index marked unusable index con dm uw stg idx w mc use view vdura id index marked unusable index con dm uw stg pk w mc usage view index marked unusable index con dm uw stg idx w mc chnl cust chnl id index marked unusable,Index Unusable
02/02/2018 15:33:26,Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_SERV_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.PK_W_D_MC_CHNL_VIEW or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc chnl view chnl id index marked unusable index con dm uw stg idx w mc chnl view serv id index marked unusable index con dm uw stg idx w mc chnl view device id index marked unusable index con dm uw stg pk w mc chnl view index marked unusable,Index Unusable
02/02/2018 05:57:18,Archived Log entry 329502 added for thread 3 sequence 66912 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 15:33:22,"Deleted statistics for columns:.SYS_STSS88RQ56_GZACMW2U4U5PNHT,.SYS_STSH0ECP6M6T5MSK8OMPFSR$E5,.SYS_STSEB8YDQ$5ZXEUFA$_LDW#OPI.of [sub]partition P20180129 of table F_DAILY_MC_CHNL_VIEW.SYS_STSN0DD9SWM4SOOACSQF0WO71Z,.SYS_STSY#INSH$S3AOA64T3DO$GDGP,.SYS_STSM$EAS116489M#FA7P14#VC3.of [sub]partition P20180129 of table F_DAILY_MC_USAGE_CUST.Deleted statistics for columns:.SYS_STSQV9EDIOJFXD1PKDG8Y1VPUT,.SYS_STSY#INSH$S3AOA64T3DO$GDGP,.SYS_STSN0DD9SWM4SOOACSQF0WO71Z,.SYS_STSS88RQ56_GZACMW2U4U5PNHT,.Deleted statistics for columns:.SYS_STSZU9$R8JAIQM#55BWUFLP1BP,.SYS_STS#Y0KOLEJR0Y7CORJE2JSZSA,.SYS_STSTUM3I37A7D00IV7HY4JBDEZ.of [sub]partition P20180129 of table F_DAILY_MC_USAGE_VIEW",deleted statistics columns sys sys sys table f daily mc chnl view sys sys sys table f daily mc usage cust deleted statistics columns sys sys sys sys deleted statistics columns sys sys sys table f daily mc usage view,Partition
02/02/2018 15:33:23,"SYS_STSN0DD9SWM4SOOACSQF0WO71Z,.SYS_STSS88RQ56_GZACMW2U4U5PNHT,.Deleted statistics for columns:.SYS_STSY#INSH$S3AOA64T3DO$GDGP.of [sub]partition P20180129 of table F_DAILY_MC_CHNL_CUST",sys sys deleted statistics columns sys table f daily mc chnl cust,Partition
04/02/2018 06:59:57,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_34486.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
